,x,y,N,t
0,2.2574127415207927,0.5768698567516333,52,5.4878764515597815
1,1.5104468573227114,0.5778015288225137,52,0.3342121561421538
2,1.1038531057172216,0.757531913784464,50,2.8835848845904204
3,1.863221729953462,0.8235489737661323,39,8.511105577502008
4,2.2323729671584305,0.7107868839345852,50,16.374552849148852
5,1.0600062960706629,0.6963508515584071,44,15.89089766591692
6,1.9912680487022263,0.9912659254278152,55,1.7303372694135344
7,1.793892208165018,0.5555854185629268,57,1.6241546424995144
8,2.0264778218578563,0.7263483796138301,44,7.072249935739549
9,1.5353921599514355,0.9759670473569844,45,0.3870426283012129
10,2.513296968533228,0.684222897469132,43,7.7278934530364385
11,1.7096192492301052,0.8538929399533127,48,14.70569249751626
12,2.6468216907469007,0.8089211198168836,58,7.242724118881618
13,1.8596068506784864,0.9181220848851636,65,1.6782419465748746
14,1.735897294162019,0.9333456230915744,55,2.650225046966235
15,2.294719954874969,0.8832811425013016,55,1.191575154061521
16,2.394906600296842,0.9193519346712912,42,3.90639339520758
17,1.5766218754060228,0.5583860499582061,44,11.707362737357316
18,2.7226054895878637,0.9739093476730484,55,1.9132391458581213
19,2.486696068425092,0.683272329723285,52,3.93629879394754
20,2.129440790393119,0.5103144268995705,50,2.8450370882804825
21,1.1766890095683866,0.7445821731156232,57,0.4305498138667325
22,1.6581645910800653,0.9116586127104848,52,0.6799081883528674
23,1.3018684262399836,0.7308226909059108,61,1.5771505353476885
24,1.207600551205844,0.535948021606638,61,4.171004441364367
25,2.2219272024207863,0.8458446704418825,42,9.722064166340376
26,0.9838223617058296,0.7209544857160544,57,0.1890825479419456
27,2.118242406203691,0.7386018777884586,48,2.6030967727974064
28,2.4846278130430663,0.7216489263363146,60,0.1185043998916539
29,1.6692725650704243,0.6038078570896247,44,5.014959254224922
30,2.7754172780413686,0.7634807336492652,50,1.155538852276536
31,1.5749631864263025,0.5448467333863439,47,1.5796058023729151
32,1.9927011778809045,0.6562323786473971,47,3.401800619775757
33,2.9959356554161998,0.9386486799537014,49,2.330788404662626
34,1.627372030479148,0.61937767685792,61,1.276488660658901
35,2.831050835134316,0.9789144063853316,51,0.0773813717249079
36,2.827249326998085,0.8861338141288577,53,0.3507080391410656
37,1.7267461624260512,0.722866838042394,42,0.7848977596188225
38,2.654810489657928,0.7204817675952588,51,2.884922575097488
39,1.0605207140417972,0.6242881060975387,54,0.6465090902363553
40,2.548463321862762,0.9545145443395832,50,4.186614402722187
41,1.5751026679264362,0.8291750172914802,32,10.111056785502718
42,1.743063022843861,0.912619567233878,56,5.543479024985512
43,2.629715381890618,0.9119872353785592,55,1.972189013235866
44,1.8730968926436675,0.9785455008591084,42,1.7971502374762471
45,1.478054039406948,0.7567329310447273,44,0.6840627974208259
46,2.253054293783109,0.57342112559899,47,5.078524431967185
47,2.697594530871384,0.5637281120255155,55,10.420850805871666
48,1.896391965379981,0.8441233608358145,47,5.585152218975872
49,1.7318208271396631,0.9827809904228232,51,12.892051929891142
50,1.7627985025298674,0.9259559410672342,50,10.036385833653757
51,1.9362163569803044,0.7775007875471516,48,2.3468102353289124
52,2.1771717275641302,0.5246513821434224,43,1.6777392574501035
53,2.242836711378676,0.967341183320962,55,6.536446168885515
54,2.708446698130287,0.5016732953038866,58,3.2985748719417862
55,1.1060512010640586,0.6422187832729358,55,2.5984804434505864
56,2.1480448974864794,0.6419946029185779,48,5.083157960483224
57,2.353913069808778,0.7119559900984501,53,4.767409147702219
58,1.8296287145137171,0.6112104150915778,43,9.171872572974562
59,1.8887034906242064,0.7588428291642477,56,4.254707493535656
60,0.7953542466878261,0.8190127763368555,49,9.513681135495863
61,2.0112405202510737,0.7115029924108536,45,16.313453577775515
62,2.40556746326135,0.8367437058999616,50,6.504976465299796
63,1.437423171492482,0.7509188824567772,56,14.699647866721683
64,1.9545387679077943,0.9030198509187142,44,1.2357803375079808
65,1.4874963686138938,0.6260419455959526,50,4.165745261327471
66,2.129846179115643,0.7256916858668097,52,0.534744228633297
67,2.218544425444444,0.6364588668093211,49,2.657413299388348
68,2.1300200410121803,0.7801617781415036,55,5.2637976898642655
69,2.6924447636681905,0.7482124298741786,50,1.3831935816608585
70,1.543808123578814,0.8971050224097439,59,1.1936819179385136
71,1.7969768700425983,0.7369729990207009,48,0.91436198611733
72,1.6778772186354591,0.5402329412694109,45,0.5958842549422164
73,2.6976829088757763,0.8868906455344743,56,4.704822536294801
74,1.9810282967093893,0.6452697262443983,50,0.5981855398333852
75,1.7180499444427193,0.6132226163234508,40,3.012582650366885
76,1.052870157514599,0.7066576036602292,45,5.838242253719757
77,1.440846672780502,0.8713369860923385,55,4.137598741048286
78,1.3754264527361453,0.8063862905403256,45,0.7545198387951817
79,1.6226618983791294,0.745336089682419,49,2.276666626272624
80,2.363056673078152,0.6492669597646326,53,1.2843458169922104
81,2.624415838434453,0.5015108932332399,48,0.6082401656417046
82,1.417789224854512,0.8071890425258955,66,10.651731548281266
83,2.6838940454325284,0.8935415926529924,54,0.7110365574486672
84,1.4578849604039494,0.5577840349993473,52,6.306039011485534
85,1.4495266932234734,0.7832620437023212,59,1.970045006048129
86,2.057538716560796,0.8520206393453578,50,4.491015360378519
87,1.9605412751025288,0.7330349219811947,48,0.468817874425431
88,2.5436384453491296,0.7025620463868149,40,0.2226961480269715
89,1.933674558665744,0.5289536723916564,49,1.9087965353267136
90,1.8957376645879385,0.6904973253221655,41,6.703427823616952
91,1.4009687937112498,0.5616540186603007,43,2.625358565126612
92,2.416880805270752,0.7916968238146127,49,1.5258431822077387
93,1.96472170176148,0.7132783217696865,44,2.5283974440897468
94,2.4954900960572424,0.9275940150148204,53,4.5127719995548885
95,2.774316251375451,0.9267509666855056,52,12.580037300728454
96,2.553043658553068,0.6910796358562958,52,2.235919859436297
97,2.6270305668083385,0.629481908614693,34,5.118560573086207
98,1.8172836406985915,0.5297581920769698,47,0.0927102476180601
99,2.255231245785851,0.5944218363303015,61,3.7740749854451616
100,2.046668403217589,0.9328087946990276,59,0.196078819157204
101,1.4717107439004693,0.8529119724851502,47,3.97331643598815
102,1.6376111896663377,0.9664608030932222,49,12.711113042955692
103,2.0227792394389077,0.658040382944328,43,11.519728170621338
104,2.745703822198189,0.6552944053165524,43,14.206753805761338
105,2.302328016318373,0.5153338991482592,47,6.00662477445979
106,1.344927524618451,0.577043505940774,40,2.6479340362318977
107,1.7442055183791676,0.6786036499483975,49,6.235183096405391
108,2.4188864720569274,0.9801111450492784,50,6.690848662477337
109,1.6662117290017906,0.5794101527307683,59,1.4942446608178963
110,1.6949135469918677,0.8857880446633005,68,5.150560452759745
111,1.7600748714108951,0.8890973807394541,57,1.94737385655944
112,1.1396067980249334,0.908006982809244,40,0.0112506416452141
113,2.8308457165096783,0.7286715807070689,64,5.439894184199288
114,1.8683383492028809,0.7247875695079697,49,0.0370098710146492
115,2.1407234390745904,0.755217338177097,47,3.3126219127798517
116,2.148165192542487,0.5200137346166132,49,2.918585808415396
117,1.769043329439853,0.5312294495653309,53,2.581877024959028
118,2.3456071108677192,0.8230789425908713,53,0.6311810016111795
119,1.4077769182920807,0.8005412758497117,46,0.4807847936226096
120,1.9954823775253017,0.975528198682676,55,6.363230020676284
121,1.5120660638311023,0.6284121276840122,50,2.0327356918995423
122,3.317945508915061,0.875179835497284,49,2.949241429228588
123,2.050368793209692,0.5467949335478202,56,7.217711569662491
124,2.2674062489354583,0.5786723639059869,49,1.4236325170095934
125,1.9719786294828168,0.6424133869777509,46,16.117909210480192
126,1.65277370782636,0.5550414177305669,46,23.963718005320285
